user_id,event,timestamp,device,session_id,prev_event,prev_ts,time_diff_sec
user_0033,purchase,2024-01-04 04:09:42,Mobile_App,user_0033_s1,checkout_click,2024-01-04 04:01:36,486.0
user_0034,home,2024-01-02 05:56:23,Web_Desktop,user_0034_s1,,,
user_0034,product_view,2024-01-02 06:00:57,Web_Desktop,user_0034_s1,home,2024-01-02 05:56:23,274.0
user_0034,add_to_cart,2024-01-02 06:02:46,Web_Desktop,user_0034_s1,product_view,2024-01-02 06:00:57,109.0
user_0035,home,2024-01-03 03:24:09,Tablet,user_0035_s1,,,
user_0036,home,2024-01-03 13:21:50,Tablet,user_0036_s1,,,
user_0036,product_view,2024-01-03 13:28:49,Tablet,user_0036_s1,home,2024-01-03 13:21:50,419.0
user_0036,add_to_cart,2024-01-03 13:35:19,Tablet,user_0036_s1,product_view,2024-01-03 13:28:49,390.0
user_0036,checkout_click,2024-01-03 13:42:58,Tablet,user_0036_s1,add_to_cart,2024-01-03 13:35:19,459.0
user_0036,purchase,2024-01-03 13:47:13,Tablet,user_0036_s1,checkout_click,2024-01-03 13:42:58,255.0
user_0037,home,2024-01-03 23:21:24,Web_Desktop,user_0037_s1,,,
user_0037,product_view,2024-01-03 23:29:52,Web_Desktop,user_0037_s1,home,2024-01-03 23:21:24,508.0
user_0037,add_to_cart,2024-01-03 23:39:28,Web_Desktop,user_0037_s1,product_view,2024-01-03 23:29:52,576.0
user_0037,home,2024-01-03 23:40:28,Web_Desktop,user_0037_s1,add_to_cart,2024-01-03 23:39:28,60.0
user_0037,product_view,2024-01-03 23:41:53,Web_Desktop,user_0037_s1,home,2024-01-03 23:40:28,85.0
user_0037,add_to_cart,2024-01-03 23:43:15,Web_Desktop,user_0037_s1,product_view,2024-01-03 23:41:53,82.0
user_0037,checkout_click,2024-01-03 23:45:10,Web_Desktop,user_0037_s1,add_to_cart,2024-01-03 23:43:15,115.0
user_0038,home,2024-01-03 20:17:58,Mobile_App,user_0038_s1,,,
user_0038,product_view,2024-01-03 20:25:39,Mobile_App,user_0038_s1,home,2024-01-03 20:17:58,461.0
user_0038,add_to_cart,2024-01-03 20:27:32,Mobile_App,user_0038_s1,product_view,2024-01-03 20:25:39,113.0
user_0038,checkout_click,2024-01-03 20:28:55,Mobile_App,user_0038_s1,add_to_cart,2024-01-03 20:27:32,83.0
user_0038,purchase,2024-01-03 20:30:35,Mobile_App,user_0038_s1,checkout_click,2024-01-03 20:28:55,100.0
user_0039,home,2024-01-01 14:52:34,Mobile_App,user_0039_s1,,,
user_0040,home,2024-01-01 23:38:27,Mobile_App,user_0040_s1,,,
user_0040,product_view,2024-01-01 23:41:44,Mobile_App,user_0040_s1,home,2024-01-01 23:38:27,197.0
user_0040,add_to_cart,2024-01-01 23:44:04,Mobile_App,user_0040_s1,product_view,2024-01-01 23:41:44,140.0
user_0040,checkout_click,2024-01-01 23:50:58,Mobile_App,user_0040_s1,add_to_cart,2024-01-01 23:44:04,414.0
user_0040,purchase,2024-01-01 23:52:45,Mobile_App,user_0040_s1,checkout_click,2024-01-01 23:50:58,107.0
user_0041,home,2024-01-02 16:07:12,Tablet,user_0041_s1,,,
user_0041,product_view,2024-01-02 16:15:00,Tablet,user_0041_s1,home,2024-01-02 16:07:12,468.0
user_0041,add_to_cart,2024-01-02 16:16:40,Tablet,user_0041_s1,product_view,2024-01-02 16:15:00,100.0
user_0042,home,2024-01-03 14:55:06,Web_Desktop,user_0042_s1,,,
user_0042,product_view,2024-01-03 15:04:30,Web_Desktop,user_0042_s1,home,2024-01-03 14:55:06,564.0
user_0042,add_to_cart,2024-01-03 15:09:36,Web_Desktop,user_0042_s1,product_view,2024-01-03 15:04:30,306.0
user_0042,checkout_click,2024-01-04 02:18:21,Mobile_App,user_0042_s2,add_to_cart,2024-01-03 15:09:36,40125.0
user_0042,purchase,2024-01-04 02:23:25,Web_Desktop,user_0042_s2,checkout_click,2024-01-04 02:18:21,304.0
user_0043,home,2024-01-03 03:02:25,Mobile_App,user_0043_s1,,,
user_0043,product_view,2024-01-03 03:09:23,Mobile_App,user_0043_s1,home,2024-01-03 03:02:25,418.0
user_0043,add_to_cart,2024-01-03 03:18:19,Mobile_App,user_0043_s1,product_view,2024-01-03 03:09:23,536.0
user_0044,home,2024-01-02 12:25:45,Web_Desktop,user_0044_s1,,,
user_0045,home,2024-01-03 13:31:47,Tablet,user_0045_s1,,,
user_0046,home,2024-01-02 13:32:45,Tablet,user_0046_s1,,,
user_0046,product_view,2024-01-02 13:42:38,Tablet,user_0046_s1,home,2024-01-02 13:32:45,593.0
user_0046,add_to_cart,2024-01-02 13:50:52,Tablet,user_0046_s1,product_view,2024-01-02 13:42:38,494.0
user_0047,home,2024-01-02 00:51:13,Mobile_App,user_0047_s1,,,
user_0047,product_view,2024-01-02 01:00:40,Mobile_App,user_0047_s1,home,2024-01-02 00:51:13,567.0
user_0047,add_to_cart,2024-01-02 01:02:52,Mobile_App,user_0047_s1,product_view,2024-01-02 01:00:40,132.0
user_0048,home,2024-01-03 07:20:56,Web_Desktop,user_0048_s1,,,
user_0048,product_view,2024-01-03 07:23:35,Web_Desktop,user_0048_s1,home,2024-01-03 07:20:56,159.0
user_0048,add_to_cart,2024-01-03 12:32:27,Mobile_App,user_0048_s2,product_view,2024-01-03 07:23:35,18532.0
user_0048,checkout_click,2024-01-03 12:40:57,Web_Desktop,user_0048_s2,add_to_cart,2024-01-03 12:32:27,510.0
user_0048,purchase,2024-01-03 12:42:19,Web_Desktop,user_0048_s2,checkout_click,2024-01-03 12:40:57,82.0
user_0049,home,2024-01-02 17:56:24,Web_Desktop,user_0049_s1,,,
user_0049,product_view,2024-01-02 18:02:05,Web_Desktop,user_0049_s1,home,2024-01-02 17:56:24,341.0
user_0050,home,2024-01-02 16:15:03,Tablet,user_0050_s1,,,
user_0050,product_view,2024-01-02 16:22:52,Tablet,user_0050_s1,home,2024-01-02 16:15:03,469.0
user_0050,add_to_cart,2024-01-02 16:24:23,Tablet,user_0050_s1,product_view,2024-01-02 16:22:52,91.0
user_0050,checkout_click,2024-01-02 16:28:25,Tablet,user_0050_s1,add_to_cart,2024-01-02 16:24:23,242.0
user_0051,home,2024-01-01 19:18:31,Mobile_App,user_0051_s1,,,
user_0051,product_view,2024-01-01 19:22:58,Mobile_App,user_0051_s1,home,2024-01-01 19:18:31,267.0
user_0051,add_to_cart,2024-01-01 19:28:17,Mobile_App,user_0051_s1,product_view,2024-01-01 19:22:58,319.0
user_0051,checkout_click,2024-01-01 19:32:46,Mobile_App,user_0051_s1,add_to_cart,2024-01-01 19:28:17,269.0
user_0051,purchase,2024-01-01 19:36:38,Mobile_App,user_0051_s1,checkout_click,2024-01-01 19:32:46,232.0
user_0052,home,2024-01-03 15:08:43,Tablet,user_0052_s1,,,
user_0053,home,2024-01-03 00:43:41,Tablet,user_0053_s1,,,
user_0053,product_view,2024-01-03 00:48:49,Tablet,user_0053_s1,home,2024-01-03 00:43:41,308.0
user_0053,add_to_cart,2024-01-03 00:57:44,Tablet,user_0053_s1,product_view,2024-01-03 00:48:49,535.0
user_0053,checkout_click,2024-01-03 01:05:36,Tablet,user_0053_s1,add_to_cart,2024-01-03 00:57:44,472.0
user_0053,purchase,2024-01-03 01:06:32,Tablet,user_0053_s1,checkout_click,2024-01-03 01:05:36,56.0
user_0054,home,2024-01-01 20:19:05,Tablet,user_0054_s1,,,
user_0054,product_view,2024-01-01 20:22:34,Tablet,user_0054_s1,home,2024-01-01 20:19:05,209.0
user_0054,add_to_cart,2024-01-01 20:30:36,Tablet,user_0054_s1,product_view,2024-01-01 20:22:34,482.0
user_0055,home,2024-01-03 16:42:17,Web_Desktop,user_0055_s1,,,
user_0055,product_view,2024-01-03 16:48:24,Web_Desktop,user_0055_s1,home,2024-01-03 16:42:17,367.0
user_0055,add_to_cart,2024-01-03 16:57:21,Web_Desktop,user_0055_s1,product_view,2024-01-03 16:48:24,537.0
user_0055,checkout_click,2024-01-03 17:07:14,Web_Desktop,user_0055_s1,add_to_cart,2024-01-03 16:57:21,593.0
user_0056,home,2024-01-01 23:56:33,Web_Desktop,user_0056_s1,,,
user_0057,home,2024-01-04 03:32:52,Tablet,user_0057_s1,,,
user_0058,home,2024-01-02 21:32:35,Tablet,user_0058_s1,,,
user_0058,product_view,2024-01-02 21:38:23,Tablet,user_0058_s1,home,2024-01-02 21:32:35,348.0
user_0058,add_to_cart,2024-01-02 21:48:18,Tablet,user_0058_s1,product_view,2024-01-02 21:38:23,595.0
user_0059,home,2024-01-01 23:38:11,Mobile_App,user_0059_s1,,,
user_0059,product_view,2024-01-01 23:45:46,Mobile_App,user_0059_s1,home,2024-01-01 23:38:11,455.0
user_0059,add_to_cart,2024-01-01 23:54:19,Mobile_App,user_0059_s1,product_view,2024-01-01 23:45:46,513.0
user_0059,checkout_click,2024-01-02 00:01:21,Mobile_App,user_0059_s1,add_to_cart,2024-01-01 23:54:19,422.0
user_0060,home,2024-01-03 14:29:51,Tablet,user_0060_s1,,,
user_0060,product_view,2024-01-03 14:37:58,Tablet,user_0060_s1,home,2024-01-03 14:29:51,487.0
user_0060,add_to_cart,2024-01-03 14:44:21,Tablet,user_0060_s1,product_view,2024-01-03 14:37:58,383.0
user_0060,checkout_click,2024-01-03 14:51:17,Tablet,user_0060_s1,add_to_cart,2024-01-03 14:44:21,416.0
user_0060,purchase,2024-01-03 14:55:00,Tablet,user_0060_s1,checkout_click,2024-01-03 14:51:17,223.0
user_0061,home,2024-01-02 15:43:00,Web_Desktop,user_0061_s1,,,
user_0061,product_view,2024-01-02 15:46:05,Web_Desktop,user_0061_s1,home,2024-01-02 15:43:00,185.0
user_0061,add_to_cart,2024-01-02 15:47:12,Web_Desktop,user_0061_s1,product_view,2024-01-02 15:46:05,67.0
user_0061,home,2024-01-02 15:48:37,Web_Desktop,user_0061_s1,add_to_cart,2024-01-02 15:47:12,85.0
user_0061,product_view,2024-01-02 15:49:29,Web_Desktop,user_0061_s1,home,2024-01-02 15:48:37,52.0
user_0061,add_to_cart,2024-01-02 15:49:51,Web_Desktop,user_0061_s1,product_view,2024-01-02 15:49:29,22.0
user_0061,checkout_click,2024-01-02 15:57:51,Web_Desktop,user_0061_s1,add_to_cart,2024-01-02 15:49:51,480.0
user_0061,purchase,2024-01-02 16:05:23,Web_Desktop,user_0061_s1,checkout_click,2024-01-02 15:57:54,449.0
user_0062,home,2024-01-02 04:05:52,Web_Desktop,user_0062_s1,,,
user_0062,product_view,2024-01-02 04:15:28,Web_Desktop,user_0062_s1,home,2024-01-02 04:05:52,576.0
user_0062,add_to_cart,2024-01-02 04:21:22,Web_Desktop,user_0062_s1,product_view,2024-01-02 04:15:28,354.0
user_0062,checkout_click,2024-01-02 04:30:11,Web_Desktop,user_0062_s1,add_to_cart,2024-01-02 04:21:22,529.0
user_0063,home,2024-01-01 17:22:54,Tablet,user_0063_s1,,,
user_0063,product_view,2024-01-01 17:25:06,Tablet,user_0063_s1,home,2024-01-01 17:22:54,132.0
user_0063,add_to_cart,2024-01-01 17:30:42,Tablet,user_0063_s1,product_view,2024-01-01 17:25:06,336.0
user_0064,home,2024-01-01 16:21:34,Web_Desktop,user_0064_s1,,,
user_0064,product_view,2024-01-01 16:23:24,Web_Desktop,user_0064_s1,home,2024-01-01 16:21:34,110.0
user_0064,add_to_cart,2024-01-01 16:30:25,Web_Desktop,user_0064_s1,product_view,2024-01-01 16:23:24,421.0
user_0066,home,2024-01-03 21:02:36,Web_Desktop,user_0066_s1,,,
user_0066,product_view,2024-01-03 21:10:20,Web_Desktop,user_0066_s1,home,2024-01-03 21:02:36,464.0
user_0066,add_to_cart,2024-01-03 21:18:37,Web_Desktop,user_0066_s1,product_view,2024-01-03 21:10:20,497.0
user_0067,home,2024-01-03 10:59:32,Web_Desktop,user_0067_s1,,,
user_0068,home,2024-01-03 11:22:23,Mobile_App,user_0068_s1,,,
user_0068,product_view,2024-01-03 11:26:48,Mobile_App,user_0068_s1,home,2024-01-03 11:22:23,265.0
user_0068,add_to_cart,2024-01-03 11:33:18,Mobile_App,user_0068_s1,product_view,2024-01-03 11:26:48,390.0
user_0069,home,2024-01-02 17:44:10,Tablet,user_0069_s1,,,
user_0069,product_view,2024-01-02 17:52:11,Tablet,user_0069_s1,home,2024-01-02 17:44:10,481.0
user_0070,home,2024-01-03 07:49:55,Mobile_App,user_0070_s1,,,
user_0071,home,2024-01-04 07:04:43,Web_Desktop,user_0071_s1,,,
user_0071,product_view,2024-01-04 07:10:15,Web_Desktop,user_0071_s1,home,2024-01-04 07:04:43,332.0
user_0071,add_to_cart,2024-01-04 07:16:31,Web_Desktop,user_0071_s1,product_view,2024-01-04 07:10:15,376.0
user_0071,checkout_click,2024-01-04 07:18:18,Web_Desktop,user_0071_s1,add_to_cart,2024-01-04 07:16:31,107.0
user_0071,purchase,2024-01-04 07:28:21,Web_Desktop,user_0071_s1,checkout_click,2024-01-04 07:18:21,600.0
user_0072,home,2024-01-03 07:09:58,Web_Desktop,user_0072_s1,,,
user_0072,product_view,2024-01-03 07:16:48,Web_Desktop,user_0072_s1,home,2024-01-03 07:09:58,410.0
user_0073,home,2024-01-02 14:31:34,Mobile_App,user_0073_s1,,,
user_0073,product_view,2024-01-02 14:39:59,Mobile_App,user_0073_s1,home,2024-01-02 14:31:34,505.0
user_0073,add_to_cart,2024-01-02 14:45:38,Mobile_App,user_0073_s1,product_view,2024-01-02 14:39:59,339.0
user_0074,home,2024-01-01 14:04:48,Web_Desktop,user_0074_s1,,,
user_0074,product_view,2024-01-01 14:11:37,Web_Desktop,user_0074_s1,home,2024-01-01 14:04:48,409.0
user_0074,add_to_cart,2024-01-01 14:21:20,Web_Desktop,user_0074_s1,product_view,2024-01-01 14:11:37,583.0
user_0074,checkout_click,2024-01-01 14:24:28,Web_Desktop,user_0074_s1,add_to_cart,2024-01-01 14:21:20,188.0
user_0074,purchase,2024-01-01 14:33:19,Web_Desktop,user_0074_s1,checkout_click,2024-01-01 14:24:28,531.0
user_0075,home,2024-01-03 13:23:41,Mobile_App,user_0075_s1,,,
user_0076,home,2024-01-03 08:42:15,Tablet,user_0076_s1,,,
user_0077,home,2024-01-02 12:43:38,Tablet,user_0077_s1,,,
user_0077,product_view,2024-01-02 12:47:38,Tablet,user_0077_s1,home,2024-01-02 12:43:38,240.0
user_0078,home,2024-01-04 07:13:32,Tablet,user_0078_s1,,,
user_0078,product_view,2024-01-04 07:16:30,Tablet,user_0078_s1,home,2024-01-04 07:13:32,178.0
user_0078,add_to_cart,2024-01-04 07:26:13,Tablet,user_0078_s1,product_view,2024-01-04 07:16:30,583.0
user_0080,home,2024-01-02 18:09:40,Mobile_App,user_0080_s1,,,
user_0080,product_view,2024-01-02 18:12:01,Mobile_App,user_0080_s1,home,2024-01-02 18:09:40,141.0
user_0080,add_to_cart,2024-01-02 18:16:17,Mobile_App,user_0080_s1,product_view,2024-01-02 18:12:01,256.0
user_0081,home,2024-01-04 03:26:21,Web_Desktop,user_0081_s1,,,
